freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	Per Query MRR	0.31355932203389836
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	__TIMESTAMP__	1.550702972E12
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	% no predictions	0.423728813559322
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	RR	1.0
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	Predicted MAP	0.39812091503267966
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	Per Query MAP	0.22942561205273065
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	AP	0.1031815601107634
freebase/freebase_pra	|tv|tv_program|regular_cast.|tv|regular_tv_appearance|actor	Predicted MRR	0.5441176470588236
freebase/freebase_pra	|film|film|production_companies	Per Query MRR	0.9
freebase/freebase_pra	|film|film|production_companies	__TIMESTAMP__	1.55070283E12
freebase/freebase_pra	|film|film|production_companies	% no predictions	0.07307692307692308
freebase/freebase_pra	|film|film|production_companies	RR	1.0
freebase/freebase_pra	|film|film|production_companies	Predicted MAP	0.960235131396957
freebase/freebase_pra	|film|film|production_companies	Per Query MAP	0.8900641025641025
freebase/freebase_pra	|film|film|production_companies	AP	0.7607783250704687
freebase/freebase_pra	|film|film|production_companies	Predicted MRR	0.970954356846473
freebase/freebase_pra	__DISPLAY_NAME__	freebase_pra	1.0
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	Per Query MRR	0.975
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	__TIMESTAMP__	1.550703019E12
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	% no predictions	0.0
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	RR	1.0
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	Predicted MAP	0.7596878034183908
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	Per Query MAP	0.7596878034183908
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	AP	0.7194061965513819
freebase/freebase_pra	|food|food|nutrients.|food|nutrition_fact|nutrient	Predicted MRR	0.975
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	Per Query MRR	0.8960639606396065
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	__TIMESTAMP__	1.550702755E12
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	% no predictions	0.055350553505535055
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	RR	1.0
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	Predicted MAP	0.9350694444444444
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	Per Query MAP	0.8833128331283312
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	AP	0.779763948826198
freebase/freebase_pra	|award|award_winning_work|awards_won.|award|award_honor|award	Predicted MRR	0.9485677083333334
freebase/freebase_pra	|film|film|genre	Per Query MRR	0.897921522921523
