-derivationally_related_form-	3.4550382703072913
-_derivationally_related_form-	3.4360261106489878
-derivationally_related_form-_derivationally_related_form-derivationally_related_form-	2.7223422272816786
-_derivationally_related_form-derivationally_related_form-derivationally_related_form-	2.711284886459608
-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	2.689028500338214
-derivationally_related_form-derivationally_related_form-derivationally_related_form-	2.0443731573037334
-derivationally_related_form-derivationally_related_form-_derivationally_related_form-	2.034990867633575
-hypernym-derivationally_related_form-_hypernym-	1.994046333904441
-hypernym-_derivationally_related_form-_hypernym-	1.9214146382768238
-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-	1.8316169697357694
-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-	1.6290724528136418
-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	1.5710207104201022
-derivationally_related_form-hypernym-_hypernym-	1.4880770513661177
-_derivationally_related_form-hypernym-_hypernym-	1.4675507670073842
-_verb_group-_derivationally_related_form-	1.2405037157453587
-_verb_group-derivationally_related_form-	1.2134242572453966
-verb_group-derivationally_related_form-	1.2114577268358757
-verb_group-_derivationally_related_form-	1.192136766646656
-derivationally_related_form-_hypernym-hypernym-	1.0850540966374704
-_derivationally_related_form-_hypernym-hypernym-	1.0825952359289892
-_hypernym-hypernym-derivationally_related_form-	0.9592440065533541
-_hypernym-hypernym-_derivationally_related_form-	0.9586925114630953
-_hypernym-derivationally_related_form-hypernym-	0.9460399575544185
-_hypernym-_derivationally_related_form-hypernym-	0.8979545290655147
-hypernym-_hypernym-derivationally_related_form-	0.8864220517608528
-hypernym-_hypernym-_derivationally_related_form-	0.8835798075501766
-member_meronym-	0.6995409219999809
-_derivationally_related_form-_verb_group-	0.5991719533781208
-_derivationally_related_form-verb_group-	0.5867447638902977
-synset_domain_topic_of-_synset_domain_topic_of-_derivationally_related_form-	0.546008725650409
-derivationally_related_form-_verb_group-	0.499413162870327
-derivationally_related_form-verb_group-	0.4574096624465922
-synset_domain_topic_of-_synset_domain_topic_of-derivationally_related_form-	0.43518247310218644
-derivationally_related_form-synset_domain_topic_of-_synset_domain_topic_of-	0.3700814899971042
-_member_meronym-	0.3562368796542108
-synset_domain_topic_of-_hypernym-	0.33995258157347324
-_derivationally_related_form-_hypernym-	0.18622621890683133
-_derivationally_related_form-synset_domain_topic_of-_synset_domain_topic_of-	0.15043263116657388
-hypernym-_derivationally_related_form-	0.13208486722432455
-hypernym-derivationally_related_form-	0.11740190147826055
-also_see-derivationally_related_form-	0.07625898144363209
-_also_see-_derivationally_related_form-	0.07349496401009324
-derivationally_related_form-_also_see-	0.060490418495787304
-_derivationally_related_form-_also_see-	0.0601939665358652
-hypernym-_synset_domain_topic_of-	0.05637936731786654
-_hypernym-derivationally_related_form-_hypernym-	0.0522617443732959
-_hypernym-derivationally_related_form-	0.037316761279666454
-_hypernym-_derivationally_related_form-	0.03329914097531582
-also_see-_derivationally_related_form-	0.017029364647049374
-_hypernym-_derivationally_related_form-_hypernym-	-3.798029258071669E-4
-derivationally_related_form-_hypernym-	-8.730016991265959E-4
-derivationally_related_form-also_see-	-0.0852853541740077
-synset_domain_topic_of-_synset_domain_topic_of-	-0.09355420782240324
-_derivationally_related_form-also_see-	-0.14212965601168748
-hypernym-derivationally_related_form-hypernym-	-0.24830250099306903
-_derivationally_related_form-hypernym-	-0.33549302330410835
-derivationally_related_form-hypernym-	-0.3597693154100848
-derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-	-0.45531180967558027
-_has_part-has_part-	-0.54235571349413
-hypernym-_hypernym-hypernym-	-0.5555785986784837
-_verb_group-verb_group-	-0.5731281963485145
-_also_see-_also_see-	-0.5748935226488024
-hypernym-	-0.5783293372953195
-verb_group-verb_group-	-0.5815054270116364
