|award|award_category:|m|03rbj2	|award|award_nominated_work:|m|030z4z	0.8368747017584202	*

|award|award_category:|m|07kfzsg	|award|award_nominated_work:|m|01f8gz	0.028381015184488767	*
|award|award_category:|m|07kfzsg	|award|award_nominated_work:|m|0198b6	0.016217722962565007	
|award|award_category:|m|07kfzsg	|award|award_nominated_work:|m|046f3p	-2.6634253170750575E-4	

|award|award_category:|m|02xj3rw	|award|award_nominated_work:|m|01z452	0.24458159516141006	*
|award|award_category:|m|02xj3rw	|award|award_nominated_work:|m|02nczh	0.029834451945370384	*

|award|award_category:|m|0cjyzs	|award|award_nominated_work:|m|0cs134	0.18326801852874738	*
|award|award_category:|m|0cjyzs	|award|award_nominated_work:|m|07zhjj	0.14861054283152814	*
|award|award_category:|m|0cjyzs	|award|award_nominated_work:|m|03ln8b	0.049502926947934484	*
|award|award_category:|m|0cjyzs	|award|award_nominated_work:|m|02pqs8l	-5.27354762107722E-4	

|award|award_category:|m|0drtkx	|award|award_nominated_work:|m|017jd9	0.08012869448456969	
|award|award_category:|m|0drtkx	|award|award_nominated_work:|m|0407yj_	0.028531563108361403	*

|award|award_category:|m|0gkr9q	|award|award_nominated_work:|m|05lfwd	0.4220395144467392	*
|award|award_category:|m|0gkr9q	|award|award_nominated_work:|m|01kt_j	0.23077566203003397	*
|award|award_category:|m|0gkr9q	|award|award_nominated_work:|m|02md2d	0.2081284305278776	
|award|award_category:|m|0gkr9q	|award|award_nominated_work:|m|03d34x8	0.15401645509775277	*
|award|award_category:|m|0gkr9q	|award|award_nominated_work:|m|02rzdcp	0.1068173208535873	*
|award|award_category:|m|0gkr9q	|award|award_nominated_work:|m|030k94	0.02445171047200143	*

|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|01hq1	0.835784325260143	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|05nlx4	0.4363337120404214	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|01qxc7	0.35436408564648364	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|0hfzr	0.2777388285998079	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|026p4q7	0.055805842654602936	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|0209hj	0.017297210720987055	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|04k9y6	0.016806923417508925	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|02mt51	0.013220406081843794	
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|0dcz8_	0.012992371089259568	*
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|02825nf	0.010570063332603196	
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|0drnwh	0.005012730934746633	
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|0h1x5f	0.003379802736439336	
|award|award_category:|m|0gqxm	|award|award_nominated_work:|m|05cvgl	0.0032502864528243416	
