synset:cover.v.01	derivationally_related_form	synset:covering.n.02
synset:question.n.01	derivationally_related_form	synset:inquire.v.01
synset:variation.n.09	derivationally_related_form	synset:vary.v.02
synset:lodge.v.04	derivationally_related_form	synset:accommodation.n.04
synset:chip.n.05	derivationally_related_form	synset:nick.v.02
synset:traduce.v.01	derivationally_related_form	synset:traducement.n.01
synset:propagator.n.02	derivationally_related_form	synset:spread.v.05
synset:lacing.n.02	derivationally_related_form	synset:lace_up.v.01
synset:sieve.n.01	derivationally_related_form	synset:strain.v.04
synset:scandal.n.02	derivationally_related_form	synset:shock.v.02
synset:stone_facing.n.01	derivationally_related_form	synset:revet.v.01
synset:striker.n.05	derivationally_related_form	synset:strike.v.01
synset:pious.a.01	derivationally_related_form	synset:piousness.n.01
synset:panegyrist.n.01	derivationally_related_form	synset:pean.n.02
synset:tank.v.01	derivationally_related_form	synset:tank.n.02
synset:neuter.n.01	derivationally_related_form	synset:spay.v.01
synset:ethicist.n.01	derivationally_related_form	synset:moral_philosophy.n.01
synset:preparation.n.07	derivationally_related_form	synset:train.v.02
synset:pick_at.v.03	derivationally_related_form	synset:knocker.n.03
synset:fluttering.n.01	derivationally_related_form	synset:wave.v.03
synset:outfit.n.03	derivationally_related_form	synset:outfit.v.01
synset:intensify.v.03	derivationally_related_form	synset:intensification.n.01
synset:refer.v.01	derivationally_related_form	synset:name.n.01
synset:spouse.n.01	derivationally_related_form	synset:pair.v.05
synset:weight.v.02	derivationally_related_form	synset:slant.n.01
synset:tactician.n.01	derivationally_related_form	synset:tactics.n.01
synset:snip_off.v.01	derivationally_related_form	synset:clipper.n.04
synset:phylogeny.n.01	derivationally_related_form	synset:evolve.v.03
synset:aching.n.01	derivationally_related_form	synset:suffer.v.07
synset:trust.v.05	derivationally_related_form	synset:trust.n.06
synset:resumption.n.01	derivationally_related_form	synset:recommence.v.02
synset:appeal.v.04	derivationally_related_form	synset:appeal.n.03
synset:receiving_system.n.01	derivationally_related_form	synset:receive.v.03
synset:touchwood.n.01	derivationally_related_form	synset:kindle.v.01
synset:recruiter.n.02	derivationally_related_form	synset:recruit.v.03
synset:digest.v.07	derivationally_related_form	synset:optical_condenser.n.01
synset:afghanistani.a.01	derivationally_related_form	synset:islamic_state_of_afghanistan.n.01
synset:planing_machine.n.01	derivationally_related_form	synset:shave.v.04
synset:paint.v.01	derivationally_related_form	synset:painting.n.02
synset:vitalizer.n.01	derivationally_related_form	synset:vitalize.v.02
synset:meeting.n.03	derivationally_related_form	synset:happen.v.05
synset:reason_out.v.01	derivationally_related_form	synset:understanding.n.04
synset:thrust.v.03	derivationally_related_form	synset:lurch.n.04
synset:adequateness.n.01	derivationally_related_form	synset:equal.a.02
synset:explicate.v.01	derivationally_related_form	synset:explication.n.02
synset:suit.n.02	derivationally_related_form	synset:sue.v.01
synset:disguise.n.03	derivationally_related_form	synset:camouflage.v.01
synset:think.v.03	derivationally_related_form	synset:think.n.01
synset:license.v.01	derivationally_related_form	synset:license.n.02
synset:impress.v.02	derivationally_related_form	synset:impressive.a.01
synset:doubling.n.02	derivationally_related_form	synset:duplicate.v.04
synset:recording_machine.n.01	derivationally_related_form	synset:tape.v.03
synset:produce.v.07	derivationally_related_form	synset:getting.n.01
synset:dreaming.n.01	derivationally_related_form	synset:woolgather.v.01
synset:lectureship.n.01	derivationally_related_form	synset:lecturing.n.01
