synset:begin.v.06	synset:start.v.04	1
synset:professionalize.v.01	synset:professionalize.v.02	1
synset:treat.v.04	synset:encompass.v.01	1
synset:oxidize.v.02	synset:rust.v.03	1
synset:work.v.12	synset:work.v.02	1
synset:drive.v.03	synset:take.v.40	1
synset:laminate.v.03	synset:laminate.v.04	1
synset:suffer.v.03	synset:tolerate.v.01	1
synset:indurate.v.02	synset:indurate.v.03	1
synset:pilot.v.01	synset:fly.v.09	1
synset:play.v.10	synset:play.v.29	1
synset:relate.v.04	synset:interrelate.v.02	1
synset:carry.v.17	synset:transport.v.02	1
synset:test.v.05	synset:test.v.07	1
synset:play.v.03	synset:spiel.v.01	1
synset:reflect.v.06	synset:reflect.v.07	1
synset:break.v.38	synset:break_up.v.09	1
synset:turn.v.03	synset:turn.v.02	1
synset:score.v.02	synset:scar.v.01	1
synset:see.v.24	synset:view.v.01	1
synset:play.v.33	synset:take_on.v.05	1
synset:walk.v.01	synset:walk.v.10	1
synset:supplant.v.01	synset:replace.v.01	1
synset:read.v.03	synset:read.v.01	1
synset:popularize.v.02	synset:vulgarize.v.01	1
synset:begin.v.10	synset:start_out.v.01	1
synset:run.v.08	synset:run.v.03	1
synset:go.v.24	synset:go.v.26	1
synset:master.v.04	synset:operate.v.03	1
synset:suss_out.v.01	synset:tick_off.v.01	1
synset:drive.v.07	synset:drive.v.05	1
synset:lay_claim.v.01	synset:take.v.36	1
synset:wash.v.05	synset:wash.v.03	1
synset:waste.v.01	synset:blow.v.09	1
synset:drive.v.01	synset:take.v.40	1
synset:hatch.v.01	synset:incubate.v.02	1
synset:train.v.01	synset:train.v.04	1
synset:overlay.v.01	synset:cover.v.01	1
synset:sculpture.v.02	synset:sculpture.v.01	1
synset:deal.v.12	synset:deal.v.09	1
synset:twitch.v.01	synset:twitch.v.02	1
synset:stain.v.02	synset:spot.v.04	1
synset:solarize.v.02	synset:solarize.v.01	1
synset:trim_down.v.01	synset:cut.v.35	1
synset:yell.v.01	synset:call.v.25	1
synset:work.v.04	synset:work.v.16	1
synset:put_off.v.04	synset:throw.v.15	1
synset:trip_the_light_fantastic_toe.v.01	synset:dance.v.01	1
synset:run.v.23	synset:run.v.08	1
synset:widen.v.04	synset:extend.v.09	1
synset:incinerate.v.02	synset:incinerate.v.01	1
synset:tame.v.04	synset:tame.v.05	1
synset:drift.v.07	synset:float.v.01	1
synset:wash_out.v.04	synset:wash.v.01	1
synset:work.v.22	synset:work.v.13	1
synset:ionize.v.01	synset:ionize.v.02	1
synset:sink.v.01	synset:drop.v.01	1
synset:warn.v.01	synset:warn.v.02	1
synset:sweep.v.01	synset:brush.v.02	1
synset:pull_out.v.04	synset:pull_out.v.01	1
synset:think.v.09	synset:think.v.08	1
synset:charge.v.09	synset:charge.v.03	1
synset:unwrap.v.02	synset:get_out.v.06	1
synset:do.v.09	synset:pretend.v.02	1
synset:build.v.07	synset:make.v.17	1
synset:withdraw.v.11	synset:withdraw.v.01	1
synset:thresh.v.04	synset:thrash.v.07	1
synset:tick_off.v.01	synset:suss_out.v.01	1
synset:attest.v.02	synset:attest.v.04	1
synset:revive.v.01	synset:revive.v.05	1
synset:ground.v.07	synset:ground.v.09	1
synset:reform.v.05	synset:reform.v.01	1
synset:prevent.v.02	synset:keep.v.21	1
synset:feel.v.13	synset:feel.v.08	1
synset:trade.v.05	synset:deal.v.13	1
synset:correlate.v.02	synset:correlate.v.01	1
synset:walk.v.01	synset:walk.v.09	1
synset:have.v.02	synset:hold.v.04	1
synset:pretend.v.02	synset:do.v.09	1
synset:regain.v.02	synset:retrieve.v.01	1
synset:watch.v.07	synset:find_out.v.01	1
synset:turn_down.v.03	synset:turn_down.v.02	1
synset:extend.v.03	synset:cover.v.09	1
synset:turn.v.07	synset:turn.v.02	1
synset:extend.v.09	synset:widen.v.04	1
synset:point.v.03	synset:point.v.10	1
synset:leave.v.01	synset:pull_up_stakes.v.01	1
synset:lock.n.06	synset:swear.v.01	1
synset:stick.v.14	synset:stick_to.v.01	1
synset:tag.v.01	synset:mark.v.05	1
synset:bring.v.10	synset:bring.v.11	1
synset:catch.v.19	synset:take.v.42	1
synset:clean.v.05	synset:make_clean.v.01	1
synset:formulate.v.01	synset:develop.v.19	1
synset:point.v.10	synset:point.v.03	1
synset:swot_up.v.01	synset:cram.v.04	1
synset:withdraw.v.01	synset:withdraw.v.11	1
synset:light.v.05	synset:fall.v.19	1
synset:dissolve.v.10	synset:fearsomely.r.01	1
synset:primp.v.01	synset:get_dressed.v.01	1
synset:start.v.13	synset:start.v.12	1
synset:sow_in.v.01	synset:sow.v.01	1
synset:call.v.02	synset:name.v.01	1
synset:concatenate.v.01	synset:run_batted_in.n.01	1
synset:distill.v.04	synset:condense.v.06	1
synset:lend_oneself.v.01	synset:hold.v.25	1
synset:take.v.19	synset:take.v.15	1
synset:brush.v.02	synset:sweep.v.01	1
synset:winkle.v.01	synset:scintillate.v.01	1
synset:take.v.15	synset:take.v.19	1
synset:start.v.04	synset:start.v.12	1
synset:unchurch.v.01	synset:excommunicate.v.02	1
synset:crash.v.05	synset:crash.v.09	1
synset:crochet.v.01	synset:hook.v.03	1
synset:change.v.05	synset:switch.v.03	1
synset:slip.n.15	synset:have_a_bun_in_the_oven.v.01	1
synset:homogenize.v.01	synset:homogenize.v.03	1
synset:make.v.37	synset:reach.v.01	1
synset:drive.v.17	synset:drive.v.09	1
synset:play.v.14	synset:roleplay.v.01	1
synset:revalue.v.01	synset:apprize.v.04	1
synset:fluctuate.v.01	synset:waver.v.04	1
synset:proceed.v.05	synset:uphold.v.01	1
synset:quote.v.03	synset:quote.v.01	1
synset:think.v.08	synset:think.v.09	1
synset:charge.v.23	synset:charge.v.24	1
synset:feel.v.07	synset:sense.v.01	1
synset:supplement.v.02	synset:supplement.v.01	1
synset:work.v.19	synset:work.v.18	1
synset:evolve.v.03	synset:produce.v.07	1
synset:sequester.v.02	synset:sequester.v.01	1
synset:take_on.v.05	synset:play.v.32	1
synset:shout.v.03	synset:yell.v.01	1
synset:drive.v.05	synset:drive.v.07	1
synset:stand_up.v.03	synset:stand_up.v.04	1
synset:houseclean.v.01	synset:clean.v.08	1
synset:get.v.06	synset:take.v.07	1
synset:play.v.12	synset:represent.v.10	1
synset:kill.v.13	synset:kill.v.14	1
synset:shorten.v.02	synset:edit_out.v.01	1
synset:steamroller.v.04	synset:steamroller.v.01	1
synset:fly.v.12	synset:pilot.v.01	1
synset:reversal.n.05	synset:junket.v.02	1
synset:obscure.v.02	synset:confuse.v.01	1
