concept:object:sandwich.n.01	concept:in	concept:location:skillet.n.01
concept:object:sandwich.n.01	concept:in	concept:location:microwave.n.02
concept:object:sandwich.n.01	concept:in	concept:location:oven.n.01
concept:object:sandwich.n.01	concept:in	concept:location:napkin.n.01
concept:object:sandwich.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:sandwich.n.01	concept:in	concept:location:bag.n.01
concept:object:sandwich.n.01	concept:in	concept:location:basket.n.01
concept:object:sandwich.n.01	concept:in	concept:location:trash_can.n.01
concept:object:sandwich.n.01	concept:in	concept:location:bowl.n.01
concept:object:sandwich.n.01	concept:in	concept:location:container.n.01
concept:object:sandwich.n.01	concept:in	concept:location:aluminum_foil.n.01
concept:object:lid.n.02	concept:in	concept:location:trash_can.n.01
concept:object:lid.n.02	concept:in	concept:location:box.n.01
concept:object:lid.n.02	concept:in	concept:location:cabinet.n.01
concept:object:lid.n.02	concept:in	concept:location:sink.n.01
concept:object:lid.n.02	concept:in	concept:location:pot.n.01
concept:object:lid.n.02	concept:in	concept:location:water.n.06
concept:object:spoon.n.01	concept:in	concept:location:cup.n.01
concept:object:spoon.n.01	concept:in	concept:location:omelet.n.01
concept:object:spoon.n.01	concept:in	concept:location:can.n.01
concept:object:spoon.n.01	concept:in	concept:location:skillet.n.01
concept:object:spoon.n.01	concept:in	concept:location:mug.n.04
concept:object:spoon.n.01	concept:in	concept:location:napkin.n.01
concept:object:spoon.n.01	concept:in	concept:location:jar.n.01
concept:object:spoon.n.01	concept:in	concept:location:basket.n.01
concept:object:spoon.n.01	concept:in	concept:location:bowl.n.01
concept:object:spoon.n.01	concept:in	concept:location:box.n.01
concept:object:spoon.n.01	concept:in	concept:location:sink.n.01
concept:object:spoon.n.01	concept:in	concept:location:pot.n.01
concept:object:spoon.n.01	concept:in	concept:location:container.n.01
concept:object:spoon.n.01	concept:in	concept:location:drinking_glass.n.01
concept:object:spoon.n.01	concept:in	concept:location:water.n.06
concept:object:cup.n.01	concept:in	concept:location:microwave.n.02
concept:object:cup.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:cup.n.01	concept:in	concept:location:counter.n.01
concept:object:cup.n.01	concept:in	concept:location:basket.n.01
concept:object:cup.n.01	concept:in	concept:location:box.n.01
concept:object:cup.n.01	concept:in	concept:location:cabinet.n.01
concept:object:cup.n.01	concept:in	concept:location:sink.n.01
concept:object:cup.n.01	concept:in	concept:location:water.n.06
concept:object:bread.n.01	concept:in	concept:location:sandwich.n.01
concept:object:bread.n.01	concept:in	concept:location:toaster.n.02
concept:object:bread.n.01	concept:in	concept:location:microwave.n.02
concept:object:bread.n.01	concept:in	concept:location:oven.n.01
concept:object:bread.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:bread.n.01	concept:in	concept:location:bag.n.01
concept:object:bread.n.01	concept:in	concept:location:basket.n.01
concept:object:bread.n.01	concept:in	concept:location:box.n.01
concept:object:bread.n.01	concept:in	concept:location:cabinet.n.01
concept:object:bread.n.01	concept:in	concept:location:container.n.01
concept:object:hanger.n.02	concept:in	concept:location:basket.n.01
concept:object:soap.n.01	concept:in	concept:location:bag.n.01
concept:object:soap.n.01	concept:in	concept:location:soap_dispenser.n.01
concept:object:soap.n.01	concept:in	concept:location:cabinet.n.01
concept:object:soap.n.01	concept:in	concept:location:sink.n.01
concept:object:soap.n.01	concept:in	concept:location:pot.n.01
concept:object:soap.n.01	concept:in	concept:location:container.n.01
concept:object:soap.n.01	concept:in	concept:location:water.n.06
concept:object:potato.n.01	concept:in	concept:location:skillet.n.01
concept:object:potato.n.01	concept:in	concept:location:microwave.n.02
concept:object:potato.n.01	concept:in	concept:location:oven.n.01
concept:object:potato.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:potato.n.01	concept:in	concept:location:bag.n.01
concept:object:potato.n.01	concept:in	concept:location:basket.n.01
concept:object:potato.n.01	concept:in	concept:location:trash_can.n.01
concept:object:potato.n.01	concept:in	concept:location:bowl.n.01
concept:object:potato.n.01	concept:in	concept:location:box.n.01
concept:object:potato.n.01	concept:in	concept:location:cabinet.n.01
concept:object:potato.n.01	concept:in	concept:location:pot.n.01
concept:object:potato.n.01	concept:in	concept:location:kitchen_stove.n.01
concept:object:potato.n.01	concept:in	concept:location:container.n.01
concept:object:potato.n.01	concept:in	concept:location:aluminum_foil.n.01
concept:object:potato.n.01	concept:in	concept:location:water.n.06
concept:object:omelet.n.01	concept:in	concept:location:sandwich.n.01
concept:object:omelet.n.01	concept:in	concept:location:omelet.n.01
concept:object:omelet.n.01	concept:in	concept:location:skillet.n.01
concept:object:omelet.n.01	concept:in	concept:location:microwave.n.02
concept:object:omelet.n.01	concept:in	concept:location:oven.n.01
concept:object:omelet.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:omelet.n.01	concept:in	concept:location:bowl.n.01
concept:object:omelet.n.01	concept:in	concept:location:pot.n.01
concept:object:plate.n.04	concept:in	concept:location:microwave.n.02
concept:object:plate.n.04	concept:in	concept:location:oven.n.01
concept:object:plate.n.04	concept:in	concept:location:refrigerator.n.01
concept:object:plate.n.04	concept:in	concept:location:trash_can.n.01
concept:object:plate.n.04	concept:in	concept:location:box.n.01
concept:object:plate.n.04	concept:in	concept:location:cabinet.n.01
concept:object:plate.n.04	concept:in	concept:location:sink.n.01
concept:object:plate.n.04	concept:in	concept:location:container.n.01
concept:object:plate.n.04	concept:in	concept:location:water.n.06
concept:object:dish.n.01	concept:in	concept:location:microwave.n.02
concept:object:dish.n.01	concept:in	concept:location:oven.n.01
concept:object:dish.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:dish.n.01	concept:in	concept:location:box.n.01
concept:object:dish.n.01	concept:in	concept:location:cabinet.n.01
concept:object:dish.n.01	concept:in	concept:location:sink.n.01
concept:object:can.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:can.n.01	concept:in	concept:location:bag.n.01
concept:object:can.n.01	concept:in	concept:location:trash_can.n.01
concept:object:can.n.01	concept:in	concept:location:box.n.01
concept:object:can.n.01	concept:in	concept:location:cabinet.n.01
concept:object:can.n.01	concept:in	concept:location:sink.n.01
concept:object:toaster.n.02	concept:in	concept:location:cabinet.n.01
concept:object:cellphone.n.01	concept:in	concept:location:table.n.02
concept:object:skillet.n.01	concept:in	concept:location:oven.n.01
concept:object:skillet.n.01	concept:in	concept:location:bag.n.01
concept:object:skillet.n.01	concept:in	concept:location:cabinet.n.01
concept:object:skillet.n.01	concept:in	concept:location:sink.n.01
concept:object:skillet.n.01	concept:in	concept:location:water.n.06
concept:object:coffee_maker.n.01	concept:in	concept:location:cabinet.n.01
concept:object:candle.n.01	concept:in	concept:location:jar.n.01
concept:object:candle.n.01	concept:in	concept:location:bag.n.01
concept:object:candle.n.01	concept:in	concept:location:bowl.n.01
concept:object:candle.n.01	concept:in	concept:location:box.n.01
concept:object:candle.n.01	concept:in	concept:location:cabinet.n.01
concept:object:teapot.n.01	concept:in	concept:location:refrigerator.n.01
concept:object:teapot.n.01	concept:in	concept:location:cabinet.n.01
concept:object:teapot.n.01	concept:in	concept:location:sink.n.01
concept:object:lettuce.n.02	concept:in	concept:location:sandwich.n.01
concept:object:lettuce.n.02	concept:in	concept:location:refrigerator.n.01
concept:object:lettuce.n.02	concept:in	concept:location:bag.n.01
concept:object:lettuce.n.02	concept:in	concept:location:trash_can.n.01
