synset:yield.v.06,synset:yield.v.06	-1	-hypernym-_hypernym-,0.030612244897959183 -#- -_verb_group-verb_group-,0.55 -#- -verb_group-verb_group-,0.5 -#- -verb_group-_verb_group-,0.48 -#- -_verb_group-_verb_group-,0.49 -#- -hypernym-also_see-,1.0 -#- -_also_see-also_see-,1.0
synset:treat.v.05,synset:treat.v.06	1	-_verb_group-,1.0 -#- -verb_group-,1.0 -#- -verb_group-hypernym-_hypernym-,0.16 -#- -_verb_group-hypernym-_hypernym-,0.06 -#- -hypernym-_hypernym-verb_group-,0.3157894736842105 -#- -hypernym-_hypernym-_verb_group-,0.7333333333333333 -#- -_verb_group-_derivationally_related_form-_derivationally_related_form-,1.0 -#- -_verb_group-derivationally_related_form-derivationally_related_form-,1.0 -#- -_verb_group-derivationally_related_form-_derivationally_related_form-,1.0 -#- -_verb_group-_derivationally_related_form-derivationally_related_form-,1.0 -#- -verb_group-derivationally_related_form-_derivationally_related_form-,1.0 -#- -verb_group-_derivationally_related_form-derivationally_related_form-,1.0 -#- -verb_group-_derivationally_related_form-_derivationally_related_form-,1.0 -#- -verb_group-derivationally_related_form-derivationally_related_form-,1.0
synset:burn.v.10,synset:smart.v.01	-1	-hypernym-,1.0 -#- -hypernym-_derivationally_related_form-_derivationally_related_form-,0.4864864864864865 -#- -hypernym-_derivationally_related_form-derivationally_related_form-,0.4647887323943662 -#- -hypernym-derivationally_related_form-_derivationally_related_form-,0.3698630136986301 -#- -hypernym-derivationally_related_form-derivationally_related_form-,0.48717948717948717 -#- -derivationally_related_form-derivationally_related_form-hypernym-,1.0
synset:make_grow.v.01,synset:make_grow.v.01	-1	-_hypernym-hypernym-,1.0
synset:roll_up.v.07,synset:roll_up.v.01	1	-_verb_group-,0.5573770491803278 -#- -verb_group-,0.4715909090909091 -#- -verb_group-hypernym-_hypernym-,0.1388888888888889 -#- -_verb_group-hypernym-_hypernym-,0.17073170731707318
synset:attest.v.04,synset:attest.v.02	1	-derivationally_related_form-_derivationally_related_form-,0.28 -#- -_derivationally_related_form-derivationally_related_form-,0.36 -#- -derivationally_related_form-derivationally_related_form-,0.32 -#- -derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.18867924528301888 -#- -_derivationally_related_form-_derivationally_related_form-,0.28 -#- -_derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.23529411764705882 -#- -_derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.3018867924528302 -#- -derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.3269230769230769 -#- -derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.32 -#- -_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.23076923076923078 -#- -_derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.3137254901960784 -#- -_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.15384615384615385 -#- -_derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.3148148148148148 -#- -derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.24528301886792453 -#- -_derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.21153846153846154 -#- -derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.1320754716981132 -#- -derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.3 -#- -_derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.21568627450980393 -#- -derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.2692307692307692 -#- -derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.24528301886792453
synset:extend.v.16,synset:extend.v.16	-1	-derivationally_related_form-_derivationally_related_form-,0.05172413793103448 -#- -_derivationally_related_form-derivationally_related_form-,0.06896551724137931 -#- -derivationally_related_form-derivationally_related_form-,0.14814814814814814 -#- -_derivationally_related_form-_derivationally_related_form-,0.17543859649122806 -#- -hypernym-_hypernym-,0.49 -#- -derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.09803921568627451 -#- -_derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.07407407407407407 -#- -derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.08 -#- -derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.05555555555555555 -#- -_derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.05555555555555555 -#- -derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.1111111111111111 -#- -derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.019230769230769232 -#- -derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.07692307692307693 -#- -_derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.05555555555555555 -#- -_derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.06 -#- -derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.058823529411764705 -#- -derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.09615384615384616 -#- -_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.11538461538461539 -#- -_derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.018518518518518517 -#- -_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.018867924528301886 -#- -_derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.11538461538461539
synset:work_up.v.03,synset:grow.v.02	-1	-hypernym-_derivationally_related_form-_derivationally_related_form-,0.1111111111111111 -#- -hypernym-_derivationally_related_form-derivationally_related_form-,0.04918032786885246 -#- -hypernym-derivationally_related_form-_derivationally_related_form-,0.06557377049180328 -#- -hypernym-derivationally_related_form-derivationally_related_form-,0.06896551724137931
synset:cartoon.v.01,synset:paint.v.01	-1	-synset_domain_topic_of-_synset_domain_topic_of-,0.011235955056179775 -#- -synset_domain_topic_of-_synset_domain_topic_of-hypernym-,0.06
synset:drift.v.07,synset:float.v.01	1	-derivationally_related_form-_derivationally_related_form-,0.3125 -#- -_derivationally_related_form-derivationally_related_form-,0.2894736842105263 -#- -derivationally_related_form-derivationally_related_form-,0.3291139240506329 -#- -_derivationally_related_form-_derivationally_related_form-,0.24691358024691357 -#- -_verb_group-,1.0 -#- -verb_group-,1.0 -#- -verb_group-hypernym-_hypernym-,0.02 -#- -_verb_group-hypernym-_hypernym-,0.0196078431372549 -#- -hypernym-_hypernym-verb_group-,1.0 -#- -hypernym-_hypernym-_verb_group-,1.0 -#- -_verb_group-_derivationally_related_form-_derivationally_related_form-,0.3 -#- -_verb_group-derivationally_related_form-derivationally_related_form-,0.38 -#- -_verb_group-derivationally_related_form-_derivationally_related_form-,0.28 -#- -derivationally_related_form-_derivationally_related_form-_verb_group-,0.5 -#- -derivationally_related_form-derivationally_related_form-_verb_group-,0.4166666666666667 -#- -_verb_group-_derivationally_related_form-derivationally_related_form-,0.36 -#- -verb_group-derivationally_related_form-_derivationally_related_form-,0.4 -#- -verb_group-_derivationally_related_form-derivationally_related_form-,0.26 -#- -_derivationally_related_form-derivationally_related_form-_verb_group-,0.4444444444444444 -#- -verb_group-_derivationally_related_form-_derivationally_related_form-,0.34 -#- -_derivationally_related_form-_derivationally_related_form-_verb_group-,0.3611111111111111 -#- -derivationally_related_form-derivationally_related_form-verb_group-,0.47058823529411764 -#- -verb_group-derivationally_related_form-derivationally_related_form-,0.28 -#- -derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.32 -#- -_derivationally_related_form-derivationally_related_form-verb_group-,0.3870967741935484 -#- -_derivationally_related_form-_derivationally_related_form-verb_group-,0.3611111111111111 -#- -_derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.34 -#- -derivationally_related_form-_derivationally_related_form-verb_group-,0.4594594594594595 -#- -derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.34 -#- -derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.28 -#- -_derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.34 -#- -derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.32 -#- -derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.26 -#- -derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.2 -#- -_derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.3 -#- -_derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.2653061224489796 -#- -derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.18 -#- -derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.2 -#- -_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-,0.42 -#- -_derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-,0.34 -#- -_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-,0.3 -#- -_derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-,0.12
