-_verb_group-	1.0379070299747977
-verb_group-	1.0335924025843606
-_verb_group-verb_group-_verb_group-	1.031914652887785
-derivationally_related_form-_derivationally_related_form-_verb_group-	0.6372404977408882
-verb_group-_derivationally_related_form-_derivationally_related_form-	0.5999572530142913
-derivationally_related_form-_derivationally_related_form-verb_group-	0.560877946455273
-_verb_group-derivationally_related_form-_derivationally_related_form-	0.5454774996069064
-hypernym-_hypernym-verb_group-	0.5129318600957352
-hypernym-_hypernym-_verb_group-	0.5079178791996425
-verb_group-derivationally_related_form-_derivationally_related_form-	0.4829391753640368
-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	0.47330676808993605
-derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-	0.46891646637546086
-verb_group-derivationally_related_form-derivationally_related_form-	0.4585937717189057
-verb_group-_derivationally_related_form-derivationally_related_form-	0.4545465384047623
-_verb_group-derivationally_related_form-derivationally_related_form-	0.44863948152336686
-derivationally_related_form-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	0.4479616145144917
-_verb_group-_derivationally_related_form-_derivationally_related_form-	0.4433220090552319
-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-derivationally_related_form-	0.4428906127418278
-derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-	0.4326803450834802
-_verb_group-_derivationally_related_form-derivationally_related_form-	0.4268259810764269
-derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-	0.3535039876864159
-_derivationally_related_form-derivationally_related_form-_verb_group-	0.33695341773480947
-_derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-	0.33296672354048806
-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	0.3075725559814453
-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-	0.3000302926108731
-derivationally_related_form-derivationally_related_form-derivationally_related_form-derivationally_related_form-	0.28398116598404044
-_derivationally_related_form-_derivationally_related_form-verb_group-	0.27578972887936
-_verb_group-_hypernym-hypernym-	0.26001258563652563
-verb_group-_hypernym-hypernym-	0.2577043606278604
-_derivationally_related_form-derivationally_related_form-verb_group-	0.25036604695673603
-derivationally_related_form-derivationally_related_form-_verb_group-	0.23802580342308202
-_verb_group-hypernym-_hypernym-	0.21072226005588987
-_hypernym-hypernym-verb_group-	0.20974071928003327
-_hypernym-hypernym-_verb_group-	0.18935331824354318
-derivationally_related_form-derivationally_related_form-verb_group-	0.1770690904099368
-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-	0.17692111437386965
-_derivationally_related_form-_derivationally_related_form-_verb_group-	0.17679376290896387
-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	0.17272540725712435
-_derivationally_related_form-derivationally_related_form-derivationally_related_form-_derivationally_related_form-	0.171892106217087
-verb_group-hypernym-_hypernym-	0.15545491348505455
-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-	0.13249878099755455
-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-	0.09637095171236859
-verb_group-hypernym-_hypernym-_verb_group-	0.08860977845473528
-derivationally_related_form-derivationally_related_form-	0.06243569878733639
-_derivationally_related_form-derivationally_related_form-	0.005040107494370137
-synset_domain_topic_of-_synset_domain_topic_of-	0.0022418043352948266
-hypernym-_derivationally_related_form-derivationally_related_form-	9.976874119218735E-4
-_also_see-also_see-	0.0
-_verb_group-synset_domain_topic_of-_synset_domain_topic_of-	0.0
-_derivationally_related_form-_derivationally_related_form-	-0.0653411247518066
-hypernym-derivationally_related_form-_derivationally_related_form-	-0.06763393211400047
-derivationally_related_form-_derivationally_related_form-	-0.09452409510869407
-derivationally_related_form-derivationally_related_form-_derivationally_related_form-derivationally_related_form-	-0.10096715760140867
-hypernym-also_see-	-0.10639688783986923
-_derivationally_related_form-derivationally_related_form-_hypernym-	-0.16278564156586817
-derivationally_related_form-derivationally_related_form-_hypernym-	-0.17503334676074575
-hypernym-derivationally_related_form-derivationally_related_form-	-0.17600898554366853
-hypernym-_derivationally_related_form-_derivationally_related_form-	-0.18157801311598032
-_also_see-	-0.20836626795659388
-derivationally_related_form-_derivationally_related_form-_hypernym-	-0.2706381088086156
-verb_group-_hypernym-	-0.3015540275385579
-_verb_group-_hypernym-	-0.3027395603040104
-_derivationally_related_form-_derivationally_related_form-_hypernym-	-0.33170623344035394
-hypernym-_hypernym-derivationally_related_form-	-0.34331128892759005
-verb_group-_derivationally_related_form-	-0.35325578756922715
-derivationally_related_form-_hypernym-	-0.396502098498994
-_derivationally_related_form-_hypernym-	-0.42227544567659536
-verb_group-derivationally_related_form-	-0.4258429932614643
-_verb_group-_derivationally_related_form-	-0.4330276088004407
-_verb_group-derivationally_related_form-	-0.4376390539577719
-_hypernym-	-0.5391200538171317
-derivationally_related_form-verb_group-	-0.5520355679239952
-hypernym-_verb_group-	-0.5525067374011783
-hypernym-verb_group-	-0.5720128520186506
-_derivationally_related_form-_verb_group-	-0.5738904434298695
-_derivationally_related_form-verb_group-	-0.5804321379306222
-_hypernym-_verb_group-	-0.582063535497962
-derivationally_related_form-_derivationally_related_form-derivationally_related_form-	-0.6088467935718135
-_derivationally_related_form-_derivationally_related_form-derivationally_related_form-	-0.6133377492168741
-derivationally_related_form-_verb_group-	-0.6159296424161516
-verb_group-_verb_group-	-0.620209693739771
-_derivationally_related_form-derivationally_related_form-_derivationally_related_form-	-0.621206656976568
-hypernym-_derivationally_related_form-	-0.6222464831955815
-derivationally_related_form-derivationally_related_form-derivationally_related_form-	-0.6265211625613113
-_derivationally_related_form-derivationally_related_form-derivationally_related_form-	-0.632627894914297
-hypernym-derivationally_related_form-	-0.6340262286002886
-_derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	-0.6371755449053553
-_verb_group-verb_group-	-0.6410539261381207
-_verb_group-_verb_group-	-0.6503869248962484
-derivationally_related_form-_derivationally_related_form-_derivationally_related_form-	-0.650540527108162
-derivationally_related_form-derivationally_related_form-_derivationally_related_form-	-0.6568620927045777
-verb_group-verb_group-	-0.6653650673757537
-_derivationally_related_form-	-0.6871199728778826
-derivationally_related_form-	-0.7062839437704038
-hypernym-	-0.7619633163248326
-derivationally_related_form-hypernym-	-0.9431216714919041
-_derivationally_related_form-hypernym-	-0.9630913144519995
-hypernym-_hypernym-	-1.1049440647395432
-_derivationally_related_form-verb_group-derivationally_related_form-	-1.8255206024553154
-_hypernym-hypernym-	-2.5717252166338
